Anchor_RGB,Color_A_RGB,Color_B_RGB,Preference
"[0.7485253, 0.7619903, 0.942252]","[0.22328573, 0.37661156, 0.019547697]","[0.037572287, 0.01755517, 0.72954714]",B
"[0.6474955, 0.49605417, 0.2931078]","[0.027819136, 0.07262467, 0.41453758]","[0.24266501, 0.08048408, 0.9253335]",B
"[0.30064884, 0.647629, 0.8973538]","[0.37956753, 0.03422997, 0.037715547]","[0.044820167, 0.9560594, 0.12375424]",A
"[0.30064884, 0.647629, 0.8973538]","[0.37956753, 0.03422997, 0.037715547]","[0.044820167, 0.9560594, 0.12375424]",A
"[0.30064884, 0.647629, 0.8973538]","[0.37956753, 0.03422997, 0.037715547]","[0.044820167, 0.9560594, 0.12375424]",B
"[0.78378737, 0.96114194, 0.7065929]","[0.8963975, 0.35554755, 0.34759563]","[0.10669692, 0.41106135, 0.7524501]",A
"[0.0041105757, 0.8314206, 0.47898698]","[0.933815, 0.48075294, 0.24140541]","[0.13115478, 0.17668189, 0.10282349]",B
"[0.0041105757, 0.8314206, 0.47898698]","[0.933815, 0.48075294, 0.24140541]","[0.13115478, 0.17668189, 0.10282349]",A
"[0.52094245, 0.5276124, 0.17098027]","[0.75081587, 0.1509533, 0.45602775]","[0.10669692, 0.41106135, 0.7524501]",B
"[0.52094245, 0.5276124, 0.17098027]","[0.75081587, 0.1509533, 0.45602775]","[0.10669692, 0.41106135, 0.7524501]",B
"[0.5021585, 0.01313292, 0.40349042]","[0.052415263, 0.19726864, 0.0593201]","[0.996694, 0.90200055, 0.8857798]",A
"[0.5021585, 0.01313292, 0.40349042]","[0.052415263, 0.19726864, 0.0593201]","[0.996694, 0.90200055, 0.8857798]",A
"[0.41296983, 0.8453797, 0.7889824]","[0.24266501, 0.08048408, 0.9253335]","[0.8963975, 0.35554755, 0.34759563]",B
"[0.41296983, 0.8453797, 0.7889824]","[0.24266501, 0.08048408, 0.9253335]","[0.8963975, 0.35554755, 0.34759563]",B
"[0.01898846, 0.31486204, 0.21119076]","[0.86472195, 0.93645173, 0.15386909]","[0.7401176, 0.20190407, 0.3295086]",B
"[0.01898846, 0.31486204, 0.21119076]","[0.86472195, 0.93645173, 0.15386909]","[0.7401176, 0.20190407, 0.3295086]",B
"[0.01898846, 0.31486204, 0.21119076]","[0.86472195, 0.93645173, 0.15386909]","[0.7401176, 0.20190407, 0.3295086]",A
"[0.92934394, 0.54560375, 0.59621423]","[0.34789202, 0.73628503, 0.4617964]","[0.13115478, 0.17668189, 0.10282349]",B
"[0.8026011, 0.44629398, 0.97041696]","[0.06250031, 0.9829044, 0.36307245]","[0.052415263, 0.19726864, 0.0593201]",A
"[0.28574157, 0.13095398, 0.66098785]","[0.2189489, 0.8236526, 0.9858919]","[0.5713405, 0.43007684, 0.113894366]",A
"[0.6252943, 0.9792529, 0.02940977]","[0.37523076, 0.72827435, 0.9405176]","[0.5360421, 0.37997937, 0.36895972]",A
"[0.6252943, 0.9792529, 0.02940977]","[0.37523076, 0.72827435, 0.9405176]","[0.5360421, 0.37997937, 0.36895972]",A
"[0.6252943, 0.9792529, 0.02940977]","[0.37523076, 0.72827435, 0.9405176]","[0.5360421, 0.37997937, 0.36895972]",A
"[0.72775763, 0.27876255, 0.74110556]","[0.16016255, 0.9905169, 0.8518044]","[0.8316813, 0.5532486, 0.11860596]",A
"[0.72775763, 0.27876255, 0.74110556]","[0.16016255, 0.9905169, 0.8518044]","[0.8316813, 0.5532486, 0.11860596]",B
"[0.48227403, 0.70776176, 0.70156527]","[0.542866, 0.13786459, 0.009698765]","[0.027819136, 0.07262467, 0.41453758]",A
"[0.08621638, 0.24169746, 0.29863843]","[0.96901494, 0.5707173, 0.043484453]","[0.13849403, 0.8653139, 0.7470609]",B
"[0.996694, 0.90200055, 0.8857798]","[0.4380831, 0.15446748, 0.18669192]","[0.24266501, 0.08048408, 0.9253335]",B
"[0.8739229, 0.121177465, 0.5080294]","[0.3336335, 0.352217, 0.013812079]","[0.37523076, 0.72827435, 0.9405176]",B
"[0.3590155, 0.2998522, 0.82552385]","[0.94686013, 0.6955139, 0.42995384]","[0.16016255, 0.9905169, 0.8518044]",A
"[0.3590155, 0.2998522, 0.82552385]","[0.94686013, 0.6955139, 0.42995384]","[0.16016255, 0.9905169, 0.8518044]",A
"[0.3590155, 0.2998522, 0.82552385]","[0.94686013, 0.6955139, 0.42995384]","[0.16016255, 0.9905169, 0.8518044]",B
"[0.6986905, 0.5935897, 0.49176684]","[0.26297632, 0.0061268182, 0.7969699]","[0.18991439, 0.009573198, 0.23532204]",B
"[0.6582103, 0.1644567, 0.7806721]","[0.5713405, 0.43007684, 0.113894366]","[0.50943696, 0.95267665, 0.75840616]",B
"[0.17506982, 0.47606975, 0.5879155]","[0.87761354, 0.8721941, 0.07987189]","[0.6252943, 0.9792529, 0.02940977]",B
"[0.17506982, 0.47606975, 0.5879155]","[0.87761354, 0.8721941, 0.07987189]","[0.6252943, 0.9792529, 0.02940977]",B
"[0.8963975, 0.35554755, 0.34759563]","[0.78378737, 0.96114194, 0.7065929]","[0.01898846, 0.31486204, 0.21119076]",B
"[0.8963975, 0.35554755, 0.34759563]","[0.78378737, 0.96114194, 0.7065929]","[0.01898846, 0.31486204, 0.21119076]",B
"[0.542866, 0.13786459, 0.009698765]","[0.19425125, 0.6904311, 0.7709414]","[0.84049004, 0.8112331, 0.25908366]",A
"[0.38983664, 0.97066474, 0.6749644]","[0.933815, 0.48075294, 0.24140541]","[0.29255784, 0.38884693, 0.9579045]",B
"[0.38983664, 0.97066474, 0.6749644]","[0.933815, 0.48075294, 0.24140541]","[0.29255784, 0.38884693, 0.9579045]",A
"[0.904744, 0.6708237, 0.99050564]","[0.78378737, 0.96114194, 0.7065929]","[0.17149988, 0.051463336, 0.49759075]",A
"[0.7773963, 0.3216538, 0.61470836]","[0.3336335, 0.352217, 0.013812079]","[0.47151217, 0.9653728, 0.9358894]",A
"[0.18051744, 0.5366443, 0.20282562]","[0.8459379, 0.4217298, 0.42159343]","[0.037572287, 0.01755517, 0.72954714]",B
"[0.26297632, 0.0061268182, 0.7969699]","[0.0852211, 0.4993082, 0.06439461]","[0.933815, 0.48075294, 0.24140541]",B
"[0.26297632, 0.0061268182, 0.7969699]","[0.0852211, 0.4993082, 0.06439461]","[0.933815, 0.48075294, 0.24140541]",B
"[0.6883909, 0.40349284, 0.84585094]","[0.5979485, 0.98726356, 0.50578195]","[0.31530815, 0.86877173, 0.30870503]",B
"[0.6883909, 0.40349284, 0.84585094]","[0.5979485, 0.98726356, 0.50578195]","[0.31530815, 0.86877173, 0.30870503]",B
"[0.6883909, 0.40349284, 0.84585094]","[0.5979485, 0.98726356, 0.50578195]","[0.31530815, 0.86877173, 0.30870503]",B
"[0.6883909, 0.40349284, 0.84585094]","[0.5979485, 0.98726356, 0.50578195]","[0.31530815, 0.86877173, 0.30870503]",B
"[0.34789202, 0.73628503, 0.4617964]","[0.06696013, 0.2858413, 0.646731]","[0.92934394, 0.54560375, 0.59621423]",A
"[0.565008, 0.61974645, 0.71981716]","[0.18991439, 0.009573198, 0.23532204]","[0.86472195, 0.93645173, 0.15386909]",B
"[0.565008, 0.61974645, 0.71981716]","[0.18991439, 0.009573198, 0.23532204]","[0.86472195, 0.93645173, 0.15386909]",A
"[0.95830387, 0.77731633, 0.5310487]","[0.29255784, 0.38884693, 0.9579045]","[0.4380831, 0.15446748, 0.18669192]",B
"[0.8351646, 0.2463804, 0.9032983]","[0.11916284, 0.927588, 0.5475908]","[0.96901494, 0.5707173, 0.043484453]",B
"[0.2381635, 0.8911845, 0.28734452]","[0.7654754, 0.393214, 0.15895888]","[0.3988855, 0.485112, 0.8760378]",B
"[0.2381635, 0.8911845, 0.28734452]","[0.7654754, 0.393214, 0.15895888]","[0.3988855, 0.485112, 0.8760378]",B
"[0.7213335, 0.71830434, 0.096997626]","[0.30064884, 0.647629, 0.8973538]","[0.991216, 0.08727562, 0.28002495]",A
"[0.63654006, 0.03928189, 0.6363931]","[0.8883065, 0.6143393, 0.28316924]","[0.08186752, 0.80227387, 0.91061884]",B
"[0.29591894, 0.8172609, 0.048267465]","[0.13115478, 0.17668189, 0.10282349]","[0.5463418, 0.5701964, 0.98086387]",B
"[0.29591894, 0.8172609, 0.048267465]","[0.13115478, 0.17668189, 0.10282349]","[0.5463418, 0.5701964, 0.98086387]",B
"[0.15096007, 0.35070807, 0.95192105]","[0.94686013, 0.6955139, 0.42995384]","[0.22328573, 0.37661156, 0.019547697]",B
"[0.15096007, 0.35070807, 0.95192105]","[0.94686013, 0.6955139, 0.42995384]","[0.22328573, 0.37661156, 0.019547697]",B
"[0.81079483, 0.51169413, 0.36329642]","[0.06250031, 0.9829044, 0.36307245]","[0.027819136, 0.07262467, 0.41453758]",B
"[0.933815, 0.48075294, 0.24140541]","[0.31530815, 0.86877173, 0.30870503]","[0.09599633, 0.16879435, 0.61204773]",B
"[0.41942453, 0.15950002, 0.42417917]","[0.8316813, 0.5532486, 0.11860596]","[0.37523076, 0.72827435, 0.9405176]",A
"[0.50943696, 0.95267665, 0.75840616]","[0.3590155, 0.2998522, 0.82552385]","[0.98785573, 0.64411604, 0.7453277]",A
"[0.43186083, 0.6742216, 0.12538882]","[0.92934394, 0.54560375, 0.59621423]","[0.3187905, 0.42511994, 0.7124815]",B
"[0.43186083, 0.6742216, 0.12538882]","[0.92934394, 0.54560375, 0.59621423]","[0.3187905, 0.42511994, 0.7124815]",B
"[0.015295491, 0.14223929, 0.87480366]","[0.32930425, 0.90859413, 0.9801528]","[0.22328573, 0.37661156, 0.019547697]",B
"[0.79005873, 0.026173934, 0.06858088]","[0.8920598, 0.91293824, 0.6313245]","[0.37523076, 0.72827435, 0.9405176]",B
"[0.3049365, 0.33381966, 0.25325367]","[0.904744, 0.6708237, 0.99050564]","[0.9071115, 0.062036075, 0.8288425]",A
"[0.3049365, 0.33381966, 0.25325367]","[0.904744, 0.6708237, 0.99050564]","[0.9071115, 0.062036075, 0.8288425]",B
"[0.65291214, 0.5557151, 0.93122655]","[0.8920598, 0.91293824, 0.6313245]","[0.052415263, 0.19726864, 0.0593201]",A
"[0.7401176, 0.20190407, 0.3295086]","[0.55920875, 0.6524381, 0.30843952]","[0.01898846, 0.31486204, 0.21119076]",B
"[0.32930425, 0.90859413, 0.9801528]","[0.08621638, 0.24169746, 0.29863843]","[0.98785573, 0.64411604, 0.7453277]",A
"[0.8129321, 0.7319335, 0.67066896]","[0.015295491, 0.14223929, 0.87480366]","[0.13115478, 0.17668189, 0.10282349]",A
"[0.10045618, 0.59969145, 0.3976643]","[0.542866, 0.13786459, 0.009698765]","[0.92934394, 0.54560375, 0.59621423]",A
"[0.10045618, 0.59969145, 0.3976643]","[0.542866, 0.13786459, 0.009698765]","[0.92934394, 0.54560375, 0.59621423]",B
"[0.45635173, 0.06819742, 0.60215825]","[0.010958562, 0.58927447, 0.1506553]","[0.996694, 0.90200055, 0.8857798]",A
"[0.6167969, 0.7900849, 0.20542794]","[0.13115478, 0.17668189, 0.10282349]","[0.98785573, 0.64411604, 0.7453277]",A
"[0.48535568, 0.75727695, 0.35343093]","[0.04808616, 0.5007826, 0.96212584]","[0.64845335, 0.23803975, 0.08994529]",A
"[0.48535568, 0.75727695, 0.35343093]","[0.04808616, 0.5007826, 0.96212584]","[0.64845335, 0.23803975, 0.08994529]",A
"[0.06696013, 0.2858413, 0.646731]","[0.47151217, 0.9653728, 0.9358894]","[0.34789202, 0.73628503, 0.4617964]",A
"[0.96901494, 0.5707173, 0.043484453]","[0.08621638, 0.24169746, 0.29863843]","[0.9734662, 0.12759385, 0.94634575]",A
"[0.19425125, 0.6904311, 0.7709414]","[0.542866, 0.13786459, 0.009698765]","[0.9803218, 0.38532582, 0.680848]",A
"[0.71062344, 0.8868176, 0.5782445]","[0.04808616, 0.5007826, 0.96212584]","[0.64845335, 0.23803975, 0.08994529]",A
"[0.68637764, 0.37077057, 0.18056707]","[0.16016255, 0.9905169, 0.8518044]","[0.15431358, 0.9198529, 0.042287968]",B
"[0.68637764, 0.37077057, 0.18056707]","[0.16016255, 0.9905169, 0.8518044]","[0.15431358, 0.9198529, 0.042287968]",B
"[0.17149988, 0.051463336, 0.49759075]","[0.0852211, 0.4993082, 0.06439461]","[0.904744, 0.6708237, 0.99050564]",A
"[0.76102424, 0.8363466, 0.819641]","[0.26297632, 0.0061268182, 0.7969699]","[0.542866, 0.13786459, 0.009698765]",A
"[0.044820167, 0.9560594, 0.12375424]","[0.45272046, 0.39658198, 0.45222005]","[0.30064884, 0.647629, 0.8973538]",B
"[0.044820167, 0.9560594, 0.12375424]","[0.45272046, 0.39658198, 0.45222005]","[0.30064884, 0.647629, 0.8973538]",A
"[0.3988855, 0.485112, 0.8760378]","[0.3336335, 0.352217, 0.013812079]","[0.25667438, 0.9421343, 0.41180384]",B
"[0.3988855, 0.485112, 0.8760378]","[0.3336335, 0.352217, 0.013812079]","[0.25667438, 0.9421343, 0.41180384]",B
"[0.55920875, 0.6524381, 0.30843952]","[0.991216, 0.08727562, 0.28002495]","[0.37956753, 0.03422997, 0.037715547]",B
"[0.4032148, 0.8066897, 0.09824326]","[0.13115478, 0.17668189, 0.10282349]","[0.5463418, 0.5701964, 0.98086387]",B
"[0.4032148, 0.8066897, 0.09824326]","[0.13115478, 0.17668189, 0.10282349]","[0.5463418, 0.5701964, 0.98086387]",A
"[0.4032148, 0.8066897, 0.09824326]","[0.13115478, 0.17668189, 0.10282349]","[0.5463418, 0.5701964, 0.98086387]",B
"[0.7654754, 0.393214, 0.15895888]","[0.2381635, 0.8911845, 0.28734452]","[0.16016255, 0.9905169, 0.8518044]",A
"[0.68191886, 0.92324317, 0.84124553]","[0.96759635, 0.21191432, 0.13523953]","[0.4361901, 0.11783902, 0.8495332]",A
"[0.70628566, 0.3191682, 0.42733288]","[0.11429206, 0.6854732, 0.81300855]","[0.84049004, 0.8112331, 0.25908366]",A
"[0.18991439, 0.009573198, 0.23532204]","[0.933815, 0.48075294, 0.24140541]","[0.02434434, 0.62556434, 0.5761314]",A
"[0.85026807, 0.8487091, 0.5725092]","[0.3988855, 0.485112, 0.8760378]","[0.542866, 0.13786459, 0.009698765]",B
"[0.06250031, 0.9829044, 0.36307245]","[0.5463418, 0.5701964, 0.98086387]","[0.45272046, 0.39658198, 0.45222005]",A
"[0.06250031, 0.9829044, 0.36307245]","[0.5463418, 0.5701964, 0.98086387]","[0.45272046, 0.39658198, 0.45222005]",B
"[0.4898079, 0.45092183, 0.63708556]","[0.7213335, 0.71830434, 0.096997626]","[0.6252943, 0.9792529, 0.02940977]",A
"[0.4898079, 0.45092183, 0.63708556]","[0.7213335, 0.71830434, 0.096997626]","[0.6252943, 0.9792529, 0.02940977]",B
"[0.4898079, 0.45092183, 0.63708556]","[0.7213335, 0.71830434, 0.096997626]","[0.6252943, 0.9792529, 0.02940977]",B
"[0.5793627, 0.65762323, 0.053374283]","[0.11093852, 0.11633823, 0.16118103]","[0.7357798, 0.5043416, 0.6766485]",B
"[0.5793627, 0.65762323, 0.053374283]","[0.11093852, 0.11633823, 0.16118103]","[0.7357798, 0.5043416, 0.6766485]",A
"[0.4608039, 0.6397415, 0.38777828]","[0.24266501, 0.08048408, 0.9253335]","[0.79005873, 0.026173934, 0.06858088]",A
"[0.09599633, 0.16879435, 0.61204773]","[0.0852211, 0.4993082, 0.06439461]","[0.933815, 0.48075294, 0.24140541]",B
"[0.09599633, 0.16879435, 0.61204773]","[0.0852211, 0.4993082, 0.06439461]","[0.933815, 0.48075294, 0.24140541]",A
"[0.3336335, 0.352217, 0.013812079]","[0.5021585, 0.01313292, 0.40349042]","[0.98785573, 0.64411604, 0.7453277]",B
"[0.30938867, 0.90536976, 0.72545254]","[0.8074347, 0.18867643, 0.6421282]","[0.49473995, 0.19291443, 0.9964554]",B
"[0.30938867, 0.90536976, 0.72545254]","[0.8074347, 0.18867643, 0.6421282]","[0.49473995, 0.19291443, 0.9964554]",A
"[0.13403426, 0.43442234, 0.27485803]","[0.92934394, 0.54560375, 0.59621423]","[0.79005873, 0.026173934, 0.06858088]",B
"[0.13403426, 0.43442234, 0.27485803]","[0.92934394, 0.54560375, 0.59621423]","[0.79005873, 0.026173934, 0.06858088]",B
"[0.7945099, 0.70312774, 0.9098663]","[0.17149988, 0.051463336, 0.49759075]","[0.86472195, 0.93645173, 0.15386909]",A
"[0.9218025, 0.30439493, 0.53174967]","[0.3336335, 0.352217, 0.013812079]","[0.41296983, 0.8453797, 0.7889824]",B
"[0.9303316, 0.7876265, 0.7682917]","[0.015295491, 0.14223929, 0.87480366]","[0.01898846, 0.31486204, 0.21119076]",A
"[0.8074347, 0.18867643, 0.6421282]","[0.50943696, 0.95267665, 0.75840616]","[0.11429206, 0.6854732, 0.81300855]",B
"[0.7248092, 0.020777741, 0.88169366]","[0.13115478, 0.17668189, 0.10282349]","[0.50943696, 0.95267665, 0.75840616]",A
"[0.31530815, 0.86877173, 0.30870503]","[0.47487333, 0.2717562, 0.08966124]","[0.3988855, 0.485112, 0.8760378]",B
"[0.8316813, 0.5532486, 0.11860596]","[0.9071115, 0.062036075, 0.8288425]","[0.25221446, 0.26411134, 0.56264514]",A
"[0.8316813, 0.5532486, 0.11860596]","[0.9071115, 0.062036075, 0.8288425]","[0.25221446, 0.26411134, 0.56264514]",A
"[0.9549436, 0.4543047, 0.4943956]","[0.2671566, 0.45853433, 0.14803332]","[0.47151217, 0.9653728, 0.9358894]",A
"[0.5979485, 0.98726356, 0.50578195]","[0.7654754, 0.393214, 0.15895888]","[0.5463418, 0.5701964, 0.98086387]",B
"[0.5979485, 0.98726356, 0.50578195]","[0.7654754, 0.393214, 0.15895888]","[0.5463418, 0.5701964, 0.98086387]",B
"[0.47151217, 0.9653728, 0.9358894]","[0.25221446, 0.26411134, 0.56264514]","[0.9549436, 0.4543047, 0.4943956]",A
"[0.0852211, 0.4993082, 0.06439461]","[0.15096007, 0.35070807, 0.95192105]","[0.4380831, 0.15446748, 0.18669192]",A
"[0.86123866, 0.36340663, 0.8672111]","[0.13115478, 0.17668189, 0.10282349]","[0.16016255, 0.9905169, 0.8518044]",A
"[0.86123866, 0.36340663, 0.8672111]","[0.13115478, 0.17668189, 0.10282349]","[0.16016255, 0.9905169, 0.8518044]",B
"[0.20823975, 0.5243886, 0.44019186]","[0.7401176, 0.20190407, 0.3295086]","[0.96759635, 0.21191432, 0.13523953]",B
"[0.3444096, 0.05783599, 0.5599701]","[0.933815, 0.48075294, 0.24140541]","[0.010958562, 0.58927447, 0.1506553]",B
"[0.66899407, 0.40656462, 0.6087287]","[0.16016255, 0.9905169, 0.8518044]","[0.052415263, 0.19726864, 0.0593201]",B
"[0.25961515, 0.6997526, 0.2085611]","[0.36276978, 0.219484, 0.22934264]","[0.04808616, 0.5007826, 0.96212584]",B
"[0.9012606, 0.09778416, 0.01934418]","[0.01898846, 0.31486204, 0.21119076]","[0.87761354, 0.8721941, 0.07987189]",B
"[0.060731288, 0.75875866, 0.66507506]","[0.11093852, 0.11633823, 0.16118103]","[0.98785573, 0.64411604, 0.7453277]",A
"[0.5463418, 0.5701964, 0.98086387]","[0.052415263, 0.19726864, 0.0593201]","[0.8920598, 0.91293824, 0.6313245]",A
"[0.768558, 0.06388357, 0.75516105]","[0.96901494, 0.5707173, 0.043484453]","[0.30938867, 0.90536976, 0.72545254]",A
"[0.768558, 0.06388357, 0.75516105]","[0.96901494, 0.5707173, 0.043484453]","[0.30938867, 0.90536976, 0.72545254]",B
"[0.6626617, 0.5963544, 0.24500115]","[0.04808616, 0.5007826, 0.96212584]","[0.8739229, 0.121177465, 0.5080294]",B
"[0.6626617, 0.5963544, 0.24500115]","[0.04808616, 0.5007826, 0.96212584]","[0.8739229, 0.121177465, 0.5080294]",B
"[0.22276536, 0.0797021, 0.63026315]","[0.021929797, 0.68366945, 0.35844758]","[0.9925066, 0.693861, 0.66361]",A
"[0.22276536, 0.0797021, 0.63026315]","[0.021929797, 0.68366945, 0.35844758]","[0.9925066, 0.693861, 0.66361]",A
"[0.22276536, 0.0797021, 0.63026315]","[0.021929797, 0.68366945, 0.35844758]","[0.9925066, 0.693861, 0.66361]",A
"[0.5690621, 0.40348825, 0.96265304]","[0.17187607, 0.9853511, 0.37929106]","[0.4337586, 0.5107989, 0.29246768]",A
"[0.7387422, 0.81000704, 0.50836617]","[0.66896623, 0.50651634, 0.9206977]","[0.63629645, 0.050264303, 0.19003865]",B
"[0.0848254, 0.7360958, 0.8322265]","[0.94440657, 0.38022494, 0.5847122]","[0.21547908, 0.05078781, 0.40733784]",A
"[0.90740216, 0.99742585, 0.751782]","[0.8878192, 0.11372227, 0.28084224]","[0.10313935, 0.4239267, 0.9111509]",A
"[0.90740216, 0.99742585, 0.751782]","[0.8878192, 0.11372227, 0.28084224]","[0.10313935, 0.4239267, 0.9111509]",A
"[0.90740216, 0.99742585, 0.751782]","[0.8878192, 0.11372227, 0.28084224]","[0.10313935, 0.4239267, 0.9111509]",A
"[0.63629645, 0.050264303, 0.19003865]","[0.30780298, 0.5824606, 0.36822394]","[0.7183136, 0.8926804, 0.94103265]",A
"[0.2534586, 0.54875326, 0.5912521]","[0.96755826, 0.23763734, 0.44907948]","[0.46298102, 0.11234416, 0.12115973]",A
"[0.2534586, 0.54875326, 0.5912521]","[0.96755826, 0.23763734, 0.44907948]","[0.46298102, 0.11234416, 0.12115973]",B
"[0.7694661, 0.34083292, 0.70362747]","[0.94770813, 0.7811481, 0.23622078]","[0.20921631, 0.38377136, 0.20608975]",B
"[0.15230188, 0.84335107, 0.0775601]","[0.6260187, 0.39014673, 0.42241433]","[0.12707564, 0.54062617, 0.9551329]",B
"[0.15230188, 0.84335107, 0.0775601]","[0.6260187, 0.39014673, 0.42241433]","[0.12707564, 0.54062617, 0.9551329]",B
"[0.15230188, 0.84335107, 0.0775601]","[0.6260187, 0.39014673, 0.42241433]","[0.12707564, 0.54062617, 0.9551329]",B
"[0.18494113, 0.35377178, 0.7844001]","[0.51820725, 0.558894, 0.21169597]","[0.53175634, 0.97378737, 0.6393293]",B
"[0.5310272, 0.1630337, 0.62461764]","[0.38871533, 0.95547837, 0.87215483]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.5310272, 0.1630337, 0.62461764]","[0.38871533, 0.95547837, 0.87215483]","[0.8554972, 0.5810902, 0.025924232]",B
"[0.5310272, 0.1630337, 0.62461764]","[0.38871533, 0.95547837, 0.87215483]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.5310272, 0.1630337, 0.62461764]","[0.38871533, 0.95547837, 0.87215483]","[0.8554972, 0.5810902, 0.025924232]",B
"[0.3983096, 0.660547, 0.21919084]","[0.91827196, 0.3514473, 0.4126518]","[0.03484977, 0.06562788, 0.23064964]",B
"[0.3983096, 0.660547, 0.21919084]","[0.91827196, 0.3514473, 0.4126518]","[0.03484977, 0.06562788, 0.23064964]",A
"[0.8825463, 0.44583702, 0.10693751]","[0.08958833, 0.10498021, 0.48772517]","[0.2985037, 0.9770905, 0.010847763]",A
"[0.8825463, 0.44583702, 0.10693751]","[0.08958833, 0.10498021, 0.48772517]","[0.2985037, 0.9770905, 0.010847763]",A
"[0.8825463, 0.44583702, 0.10693751]","[0.08958833, 0.10498021, 0.48772517]","[0.2985037, 0.9770905, 0.010847763]",A
"[0.8825463, 0.44583702, 0.10693751]","[0.08958833, 0.10498021, 0.48772517]","[0.2985037, 0.9770905, 0.010847763]",B
"[0.8419462, 0.88519084, 0.57507855]","[0.9365239, 0.41902795, 0.8222641]","[0.017150851, 0.40071777, 0.6819073]",B
"[0.61386275, 0.06668927, 0.39030161]","[0.4146703, 0.47630548, 0.016861033]","[0.338833, 0.75995666, 0.9952825]",B
"[0.61386275, 0.06668927, 0.39030161]","[0.4146703, 0.47630548, 0.016861033]","[0.338833, 0.75995666, 0.9952825]",B
"[0.61386275, 0.06668927, 0.39030161]","[0.4146703, 0.47630548, 0.016861033]","[0.338833, 0.75995666, 0.9952825]",B
"[0.32642907, 0.22509922, 0.6885527]","[0.9383917, 0.6593005, 0.37887478]","[0.0901116, 0.8254164, 0.5372589]",A
"[0.32642907, 0.22509922, 0.6885527]","[0.9383917, 0.6593005, 0.37887478]","[0.0901116, 0.8254164, 0.5372589]",B
"[0.69369704, 0.7227337, 0.092756845]","[0.9566913, 0.60343856, 0.8559815]","[0.6566316, 0.15240785, 0.25936234]",B
"[0.98135304, 0.29120257, 0.9039993]","[0.4337586, 0.5107989, 0.29246768]","[0.9306454, 0.63606143, 0.15304022]",B
"[0.6813397, 0.47863117, 0.64546204]","[0.14202602, 0.72209764, 0.31005844]","[0.8999789, 0.8991771, 0.036795527]",B
"[0.3783345, 0.3211215, 0.46317747]","[0.90740216, 0.99742585, 0.751782]","[0.2985037, 0.9770905, 0.010847763]",B
"[0.16585283, 0.6317801, 0.5244194]","[0.5385723, 0.19085157, 0.33974212]","[0.8614858, 0.0031807432, 0.080716565]",B
"[0.16585283, 0.6317801, 0.5244194]","[0.5385723, 0.19085157, 0.33974212]","[0.8614858, 0.0031807432, 0.080716565]",A
"[0.16585283, 0.6317801, 0.5244194]","[0.5385723, 0.19085157, 0.33974212]","[0.8614858, 0.0031807432, 0.080716565]",B
"[0.16585283, 0.6317801, 0.5244194]","[0.5385723, 0.19085157, 0.33974212]","[0.8614858, 0.0031807432, 0.080716565]",B
"[0.75718135, 0.67352754, 0.97922933]","[0.8999789, 0.8991771, 0.036795527]","[0.4146703, 0.47630548, 0.016861033]",A
"[0.75718135, 0.67352754, 0.97922933]","[0.8999789, 0.8991771, 0.036795527]","[0.4146703, 0.47630548, 0.016861033]",B
"[0.75718135, 0.67352754, 0.97922933]","[0.8999789, 0.8991771, 0.036795527]","[0.4146703, 0.47630548, 0.016861033]",A
"[0.54482174, 0.37458986, 0.040959362]","[0.026450142, 0.03777744, 0.9456251]","[0.90472096, 0.1860656, 0.9852474]",A
"[0.27270037, 0.4661794, 0.85086656]","[0.15230188, 0.84335107, 0.0775601]","[0.8022265, 0.8523827, 0.43439335]",A
"[0.27270037, 0.4661794, 0.85086656]","[0.15230188, 0.84335107, 0.0775601]","[0.8022265, 0.8523827, 0.43439335]",A
"[0.27270037, 0.4661794, 0.85086656]","[0.15230188, 0.84335107, 0.0775601]","[0.8022265, 0.8523827, 0.43439335]",A
"[0.65541524, 0.968544, 0.49280494]","[0.384706, 0.2384603, 0.16442558]","[0.12707564, 0.54062617, 0.9551329]",B
"[0.064850114, 0.27875295, 0.607466]","[0.01526583, 0.9473776, 0.7367299]","[0.8554972, 0.5810902, 0.025924232]",B
"[0.064850114, 0.27875295, 0.607466]","[0.01526583, 0.9473776, 0.7367299]","[0.8554972, 0.5810902, 0.025924232]",B
"[0.064850114, 0.27875295, 0.607466]","[0.01526583, 0.9473776, 0.7367299]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.064850114, 0.27875295, 0.607466]","[0.01526583, 0.9473776, 0.7367299]","[0.8554972, 0.5810902, 0.025924232]",A
"[0.94770813, 0.7811481, 0.23622078]","[0.46298102, 0.11234416, 0.12115973]","[0.66896623, 0.50651634, 0.9206977]",A
"[0.7195309, 0.204834, 0.7994748]","[0.8554972, 0.5810902, 0.025924232]","[0.49033263, 0.99428153, 0.59603673]",A
"[0.7195309, 0.204834, 0.7994748]","[0.8554972, 0.5810902, 0.025924232]","[0.49033263, 0.99428153, 0.59603673]",B
"[0.35238403, 0.70637566, 0.4191965]","[0.83132315, 0.26643184, 0.23021111]","[0.03484977, 0.06562788, 0.23064964]",B
"[0.46298102, 0.11234416, 0.12115973]","[0.12222758, 0.59245163, 0.65550274]","[0.94770813, 0.7811481, 0.23622078]",A
